PITCode,SurveyDate,SurveyYear,FLength,Bin,Season,SampleNum,ScaleFinalAge,Aged,Age,Notes
3DD.00776F8897,5/24/2017,2017,89,80,Spring,,,Unaged,,
3DD.00777035A1,5/26/2017,2017,89,80,Spring,,,Unaged,,
3DD.007770FD56,5/27/2017,2017,89,80,Spring,,,Unaged,,
3DD.00776F9608,5/29/2017,2017,89,80,Spring,,,Unaged,,
3DD.00776FCBC1,6/2/2017,2017,89,80,Spring,,,Unaged,,
3DD.00777056F0,4/6/2017,2017,90,90,Spring,,,Unaged,,
3DD.00776EC5B6,4/7/2017,2017,90,90,Spring,,,Unaged,,
3DD.00777034C4,4/7/2017,2017,90,90,Spring,,,Unaged,,
3DD.007770E113,4/7/2017,2017,90,90,Spring,,,Unaged,,
3DD.0077B666AC,4/14/2017,2017,90,90,Spring,17-69219,1:0,Aged,1,
3DD.00776FDDE3,4/26/2017,2017,90,90,Spring,,,Unaged,,
3DD.00776F8490,4/30/2017,2017,90,90,Spring,,,Unaged,,
3DD.0077705AE8,5/2/2017,2017,90,90,Spring,,,Unaged,,
3DD.00776F2F42,5/5/2017,2017,90,90,Spring,,,Unaged,,
3DD.00776F360D,5/5/2017,2017,90,90,Spring,,,Unaged,,
3DD.00776FFE50,5/5/2017,2017,90,90,Spring,,,Unaged,,
3DD.007770C252,5/5/2017,2017,90,90,Spring,,,Unaged,,
3DD.007770C5DC,5/5/2017,2017,90,90,Spring,,,Unaged,,
3DD.00776EDBFD,5/6/2017,2017,90,90,Spring,,,Unaged,,
3DD.00776EE7DC,5/8/2017,2017,90,90,Spring,,,Unaged,,
3DD.007770A574,5/9/2017,2017,90,90,Spring,,,Unaged,,
3DD.00776E9137,5/11/2017,2017,90,90,Spring,17-69308,1:0,Aged,1,
3DD.00776F139E,5/12/2017,2017,90,90,Spring,,,Unaged,,
3DD.00776FCC83,5/17/2017,2017,90,90,Spring,,,Unaged,,
3DD.00776FDA59,5/17/2017,2017,90,90,Spring,,,Unaged,,
3DD.00776FF1A9,5/23/2017,2017,90,90,Spring,,,Unaged,,
3DD.00777069DC,5/24/2017,2017,90,90,Spring,17-69374,1:0,Aged,1,
3DD.007770AC5C,5/25/2017,2017,90,90,Spring,,,Unaged,,
3DD.00776F6322,5/26/2017,2017,90,90,Spring,,,Unaged,,
3DD.0077B7070F,4/12/2017,2017,91,90,Spring,,,Unaged,,
3DD.0077B6D0B5,4/17/2017,2017,91,90,Spring,,,Unaged,,
3DD.00776FD24A,4/22/2017,2017,91,90,Spring,17-69234,1:0,Aged,1,
3DD.00776EF2B7,4/24/2017,2017,91,90,Spring,,,Unaged,,
3DD.00776FB292,4/29/2017,2017,91,90,Spring,17-69245,1:0,Aged,1,
3DD.007770C87D,4/30/2017,2017,91,90,Spring,,,Unaged,,
3DD.003BC9E1A1,5/3/2017,2017,91,90,Spring,,,Unaged,,
3DD.00776FEEE7,5/6/2017,2017,91,90,Spring,,,Unaged,,
3DD.00776E8A8F,5/7/2017,2017,91,90,Spring,17-69290,1:0,Aged,1,
3DD.00776E9228,5/7/2017,2017,91,90,Spring,,,Unaged,,
3DD.00776FFFB0,5/15/2017,2017,91,90,Spring,,,Unaged,,
3DD.0077700649,5/17/2017,2017,91,90,Spring,,,Unaged,,
3DD.00776F9CA5,5/20/2017,2017,91,90,Spring,,,Unaged,,
3DD.00776FF6DB,5/20/2017,2017,91,90,Spring,,,Unaged,,
3DD.007770E119,5/22/2017,2017,91,90,Spring,,,Unaged,,
3DD.0077709CB4,5/23/2017,2017,91,90,Spring,,,Unaged,,
3DD.0077702A4A,5/25/2017,2017,91,90,Spring,,,Unaged,,
3DD.0077708A81,5/25/2017,2017,91,90,Spring,,,Unaged,,
3DD.0077708B72,5/25/2017,2017,91,90,Spring,,,Unaged,,
3DD.00776F50A9,5/28/2017,2017,91,90,Spring,,,Unaged,,
3DD.0077ADDF3C,4/13/2017,2017,92,90,Spring,,,Unaged,,
3DD.0077B6DEB9,4/17/2017,2017,92,90,Spring,,,Unaged,,
3DD.00776FB808,4/22/2017,2017,92,90,Spring,,,Unaged,,
3DD.007770489A,4/26/2017,2017,92,90,Spring,,,Unaged,,
3DD.00776E88B7,5/2/2017,2017,92,90,Spring,,,Unaged,,
3DD.00776F480F,5/2/2017,2017,92,90,Spring,,,Unaged,,
3DD.00776EA64C,5/5/2017,2017,92,90,Spring,,,Unaged,,
3DD.0077704BC3,5/5/2017,2017,92,90,Spring,,,Unaged,,
3DD.00777097F3,5/5/2017,2017,92,90,Spring,,,Unaged,,
3DD.00777068FE,5/7/2017,2017,92,90,Spring,17-69289,1:0,Aged,1,
3DD.00777047A7,5/8/2017,2017,92,90,Spring,,,Unaged,,
3DD.007770A70D,5/8/2017,2017,92,90,Spring,,,Unaged,,
3DD.00777098D2,5/9/2017,2017,92,90,Spring,,,Unaged,,
3DD.0077708E57,5/13/2017,2017,92,90,Spring,,,Unaged,,
3DD.007770CCED,5/13/2017,2017,92,90,Spring,,,Unaged,,
3DD.007770AAC9,5/22/2017,2017,92,90,Spring,,,Unaged,,
3DD.00776F29E8,5/23/2017,2017,92,90,Spring,,,Unaged,,
3DD.00776F7154,5/23/2017,2017,92,90,Spring,,,Unaged,,
3DD.007770C5CF,5/24/2017,2017,92,90,Spring,17-69375,1:0,Aged,1,
3DD.00776F9AD6,5/25/2017,2017,92,90,Spring,,,Unaged,,
3DD.00776F9478,5/26/2017,2017,92,90,Spring,17-69387,1:0,Aged,1,
3DD.00776FD6F8,5/26/2017,2017,92,90,Spring,,,Unaged,,
3DD.007770BAF6,5/27/2017,2017,92,90,Spring,,,Unaged,,
3DD.00776ED9EC,4/8/2017,2017,93,90,Spring,,,Unaged,,
3DD.007770C953,4/8/2017,2017,93,90,Spring,,,Unaged,,
3DD.0077B6F58D,4/13/2017,2017,93,90,Spring,,,Unaged,,
3DD.0077ADC54E,4/20/2017,2017,93,90,Spring,,,Unaged,,
3DD.0077B6891E,4/20/2017,2017,93,90,Spring,17-69231,1:0,Aged,1,
3DD.00776FC4AD,4/25/2017,2017,93,90,Spring,,,Unaged,,
3DD.0077707B1E,4/30/2017,2017,93,90,Spring,,,Unaged,,
3DD.00776FBC04,5/2/2017,2017,93,90,Spring,,,Unaged,,
3DD.007770D025,5/2/2017,2017,93,90,Spring,,,Unaged,,
3DD.003BC9E1CC,5/4/2017,2017,93,90,Spring,,,Unaged,,
3DD.00776F24A1,5/5/2017,2017,93,90,Spring,,,Unaged,,
3DD.00776F196B,5/6/2017,2017,93,90,Spring,,,Unaged,,
3DD.00776FD727,5/6/2017,2017,93,90,Spring,,,Unaged,,
3DD.00776FF4C6,5/6/2017,2017,93,90,Spring,,,Unaged,,
3DD.00776E8AD2,5/10/2017,2017,93,90,Spring,,,Unaged,,
3DD.00777067BB,5/13/2017,2017,93,90,Spring,,,Unaged,,
3DD.00776E98DA,5/14/2017,2017,93,90,Spring,17-69321,1:0,Aged,1,
3DD.0077707102,5/15/2017,2017,93,90,Spring,,,Unaged,,
3DD.007770F4C4,5/16/2017,2017,93,90,Spring,,,Unaged,,
3DD.00776E3B6E,5/17/2017,2017,93,90,Spring,,,Unaged,,
3DD.00776EE729,5/19/2017,2017,93,90,Spring,,,Unaged,,
3DD.0077709FEB,5/21/2017,2017,93,90,Spring,,,Unaged,,
3DD.00776EB153,5/24/2017,2017,93,90,Spring,,,Unaged,,
3DD.007770E2EA,5/24/2017,2017,93,90,Spring,,,Unaged,,
3DD.007770AC47,5/25/2017,2017,93,90,Spring,,,Unaged,,
3DD.0077704649,5/26/2017,2017,93,90,Spring,,,Unaged,,
3DD.00776E91F0,5/27/2017,2017,93,90,Spring,,,Unaged,,
3DD.00776F421D,4/8/2017,2017,94,90,Spring,,,Unaged,,
3DD.0077B68BF2,4/10/2017,2017,94,90,Spring,,,Unaged,,
3DD.0077AF2855,4/11/2017,2017,94,90,Spring,,,Unaged,,
3DD.0077B5EF61,4/13/2017,2017,94,90,Spring,,,Unaged,,
3DD.0077AE0A0D,4/14/2017,2017,94,90,Spring,,,Unaged,,
3DD.00776F5CED,4/23/2017,2017,94,90,Spring,,,Unaged,,
3DD.00777048EA,4/26/2017,2017,94,90,Spring,,,Unaged,,
3DD.003BC9E1BA,5/3/2017,2017,94,90,Spring,17-69257,1:0,Aged,1,
3DD.003BC9E199,5/4/2017,2017,94,90,Spring,,,Unaged,,
3DD.003BC9E1C3,5/4/2017,2017,94,90,Spring,,,Unaged,,
3DD.00776EEE2B,5/5/2017,2017,94,90,Spring,,,Unaged,,
3DD.00777066BC,5/5/2017,2017,94,90,Spring,,,Unaged,,
3DD.00776EF253,5/6/2017,2017,94,90,Spring,,,Unaged,,
3DD.0077703993,5/6/2017,2017,94,90,Spring,,,Unaged,,
3DD.00776FCC86,5/8/2017,2017,94,90,Spring,17-69295,1:0,Aged,1,
3DD.0077707332,5/9/2017,2017,94,90,Spring,,,Unaged,,
3DD.00776F08FA,5/12/2017,2017,94,90,Spring,,,Unaged,,
3DD.007770C0C9,5/12/2017,2017,94,90,Spring,,,Unaged,,
3DD.00776E9729,5/13/2017,2017,94,90,Spring,,,Unaged,,
3DD.007770836C,5/16/2017,2017,94,90,Spring,,,Unaged,,
3DD.00776FD870,5/21/2017,2017,94,90,Spring,,,Unaged,,
3DD.00776EC972,5/22/2017,2017,94,90,Spring,,,Unaged,,
3DD.00776FB3A2,5/22/2017,2017,94,90,Spring,17-69361,1:0,Aged,1,
3DD.007770CD0A,5/25/2017,2017,94,90,Spring,,,Unaged,,
3DD.00776F5792,5/26/2017,2017,94,90,Spring,,,Unaged,,
3DD.00776FBC52,5/26/2017,2017,94,90,Spring,,,Unaged,,
3DD.0077706547,5/27/2017,2017,94,90,Spring,17-69396,1:0,Aged,1,
3DD.00776E8EDD,4/7/2017,2017,95,90,Spring,,,Unaged,,
3DD.00776FDC33,4/7/2017,2017,95,90,Spring,17-69208,1:0,Aged,1,
3DD.00777087D4,4/7/2017,2017,95,90,Spring,,,Unaged,,
3DD.0077AF0E9F,4/17/2017,2017,95,90,Spring,,,Unaged,,
3DD.0077B67664,4/18/2017,2017,95,90,Spring,,,Unaged,,
3DD.00776EC302,4/23/2017,2017,95,90,Spring,,,Unaged,,
3DD.0077700062,4/26/2017,2017,95,90,Spring,,,Unaged,,
3DD.00776FCA9F,5/6/2017,2017,95,90,Spring,,,Unaged,,
3DD.00776FCE21,5/6/2017,2017,95,90,Spring,,,Unaged,,
3DD.00776FCEA7,5/6/2017,2017,95,90,Spring,,,Unaged,,
3DD.00777058AD,5/6/2017,2017,95,90,Spring,,,Unaged,,
3DD.0077708916,5/6/2017,2017,95,90,Spring,,,Unaged,,
3DD.00776E9DBB,5/8/2017,2017,95,90,Spring,17-69299,1:0,Aged,1,
3DD.0077707EC2,5/8/2017,2017,95,90,Spring,,,Unaged,,
3DD.007770B7A0,5/8/2017,2017,95,90,Spring,,,Unaged,,
3DD.007770F5E9,5/8/2017,2017,95,90,Spring,,,Unaged,,
3DD.00776EA9D1,5/10/2017,2017,95,90,Spring,,,Unaged,,
3DD.00776F5D6D,5/13/2017,2017,95,90,Spring,,,Unaged,,
3DD.0077709141,5/15/2017,2017,95,90,Spring,17-69325,1:0,Aged,1,
3DD.00776F2606,5/17/2017,2017,95,90,Spring,,,Unaged,,
3DD.00777070E9,5/17/2017,2017,95,90,Spring,,,Unaged,,
3DD.00776EB4B5,5/20/2017,2017,95,90,Spring,,,Unaged,,
3DD.0077704EDD,5/21/2017,2017,95,90,Spring,,,Unaged,,
3DD.007770EBE1,5/22/2017,2017,95,90,Spring,,,Unaged,,
3DD.0077704687,5/23/2017,2017,95,90,Spring,,,Unaged,,
3DD.00777069E0,5/23/2017,2017,95,90,Spring,,,Unaged,,
3DD.00776F31B0,5/24/2017,2017,95,90,Spring,17-69371,1:0,Aged,1,
3DD.00776EDF9A,5/25/2017,2017,95,90,Spring,,,Unaged,,
3DD.007770C895,5/25/2017,2017,95,90,Spring,,,Unaged,,
3DD.00776F7A9F,5/26/2017,2017,95,90,Spring,,,Unaged,,
3DD.00776EDB74,5/27/2017,2017,95,90,Spring,,,Unaged,,
3DD.00776FD506,5/27/2017,2017,95,90,Spring,,,Unaged,,
3DD.00776FF4DD,5/27/2017,2017,95,90,Spring,,,Unaged,,
3DD.007770468D,5/27/2017,2017,95,90,Spring,17-69393,1:0,Aged,1,
3DD.0077700AB4,5/28/2017,2017,95,90,Spring,,,Unaged,,
3DD.00777054DB,6/2/2017,2017,95,90,Spring,,,Unaged,,
3DD.0077703596,4/6/2017,2017,96,90,Spring,,,Unaged,,
3DD.0077AF43D3,4/17/2017,2017,96,90,Spring,17-69224,1:0,Aged,1,
3DD.0077B64344,4/19/2017,2017,96,90,Spring,,,Unaged,,
3DD.0077B6BC09,4/22/2017,2017,96,90,Spring,,,Unaged,,
3DD.003BC9E192,5/3/2017,2017,96,90,Spring,,,Unaged,,
3DD.00776E9D36,5/5/2017,2017,96,90,Spring,,,Unaged,,
3DD.0077706A94,5/5/2017,2017,96,90,Spring,,,Unaged,,
3DD.00776F421B,5/6/2017,2017,96,90,Spring,,,Unaged,,
3DD.00776FD28E,5/6/2017,2017,96,90,Spring,,,Unaged,,
3DD.007770C6CA,5/6/2017,2017,96,90,Spring,,,Unaged,,
3DD.00776EAE70,5/7/2017,2017,96,90,Spring,17-69286,1:0,Aged,1,
3DD.007770508D,5/14/2017,2017,96,90,Spring,,,Unaged,,
3DD.00776F248F,5/15/2017,2017,96,90,Spring,,,Unaged,,
3DD.007770C5B2,5/16/2017,2017,96,90,Spring,,,Unaged,,
3DD.00776F710B,5/17/2017,2017,96,90,Spring,,,Unaged,,
3DD.0077700390,5/17/2017,2017,96,90,Spring,,,Unaged,,
3DD.00776F559D,5/19/2017,2017,96,90,Spring,,,Unaged,,
3DD.0077708240,5/21/2017,2017,96,90,Spring,,,Unaged,,
3DD.00776EA599,5/22/2017,2017,96,90,Spring,17-69357,1:0,Aged,1,
3DD.0077703C08,5/24/2017,2017,96,90,Spring,,,Unaged,,
3DD.00776E8AED,5/25/2017,2017,96,90,Spring,,,Unaged,,
3DD.00776F2FF5,5/25/2017,2017,96,90,Spring,,,Unaged,,
3DD.00776FCA9D,5/25/2017,2017,96,90,Spring,,,Unaged,,
3DD.00776F4A03,4/4/2017,2017,97,90,Spring,17-69201,1:0,Aged,1,
3DD.00776F5561,4/6/2017,2017,97,90,Spring,,,Unaged,,
3DD.007770468B,4/24/2017,2017,97,90,Spring,,,Unaged,,
3DD.0077706D24,4/27/2017,2017,97,90,Spring,,,Unaged,,
3DD.007770C5F2,4/30/2017,2017,97,90,Spring,,,Unaged,,
3DD.00776EF2FF,5/2/2017,2017,97,90,Spring,,,Unaged,,
3DD.003BC9E1D4,5/3/2017,2017,97,90,Spring,,,Unaged,,
3DD.003BC9E1C4,5/4/2017,2017,97,90,Spring,,,Unaged,,
3DD.00776E9B47,5/5/2017,2017,97,90,Spring,,,Unaged,,
3DD.00776FA623,5/6/2017,2017,97,90,Spring,,,Unaged,,
3DD.007770292C,5/6/2017,2017,97,90,Spring,,,Unaged,,
3DD.007770C5AB,5/7/2017,2017,97,90,Spring,,,Unaged,,
3DD.007770DD2B,5/7/2017,2017,97,90,Spring,,,Unaged,,
3DD.007770661D,5/13/2017,2017,97,90,Spring,,,Unaged,,
3DD.00776ECCF6,5/15/2017,2017,97,90,Spring,,,Unaged,,
3DD.00776F13A2,5/16/2017,2017,97,90,Spring,17-69330,1:0,Aged,1,
3DD.007770E05F,5/16/2017,2017,97,90,Spring,,,Unaged,,
3DD.0077703C4F,5/17/2017,2017,97,90,Spring,,,Unaged,,
3DD.00776EF698,5/20/2017,2017,97,90,Spring,,,Unaged,,
3DD.00776FE735,5/23/2017,2017,97,90,Spring,,,Unaged,,
3DD.0077706617,5/24/2017,2017,97,90,Spring,,,Unaged,,
3DD.00776F1106,5/25/2017,2017,97,90,Spring,,,Unaged,,
3DD.00776FB622,5/25/2017,2017,97,90,Spring,,,Unaged,,
3DD.00777062C4,5/25/2017,2017,97,90,Spring,,,Unaged,,
3DD.00776EBE4C,5/26/2017,2017,97,90,Spring,,,Unaged,,
3DD.007770A458,5/27/2017,2017,97,90,Spring,,,Unaged,,
3DD.007770CDCD,5/27/2017,2017,97,90,Spring,,,Unaged,,
3DD.0077ADC52E,4/14/2017,2017,98,90,Spring,,,Unaged,,
3DD.0077AF43C7,4/16/2017,2017,98,90,Spring,,,Unaged,,
3DD.0077BC7BF4,4/22/2017,2017,98,90,Spring,,,Unaged,,
3DD.0077705AD3,4/24/2017,2017,98,90,Spring,,,Unaged,,
3DD.007770D717,4/26/2017,2017,98,90,Spring,,,Unaged,,
3DD.00776F9EF8,5/2/2017,2017,98,90,Spring,17-69253,1:0,Aged,1,
3DD.007770490F,5/2/2017,2017,98,90,Spring,17-69254,1:0,Aged,1,
3DD.003BC9E1C0,5/4/2017,2017,98,90,Spring,,,Unaged,,
3DD.00776ED727,5/6/2017,2017,98,90,Spring,17-69280,1:0,Aged,1,
3DD.00776FDC47,5/6/2017,2017,98,90,Spring,,,Unaged,,
3DD.00777047D2,5/6/2017,2017,98,90,Spring,,,Unaged,,
3DD.0077705C23,5/6/2017,2017,98,90,Spring,,,Unaged,,
3DD.00777081F4,5/6/2017,2017,98,90,Spring,,,Unaged,,
3DD.00776EA3FF,5/7/2017,2017,98,90,Spring,,,Unaged,,
3DD.0077704C40,5/7/2017,2017,98,90,Spring,,,Unaged,,
3DD.00776ED270,5/8/2017,2017,98,90,Spring,,,Unaged,,
3DD.007770131D,5/8/2017,2017,98,90,Spring,,,Unaged,,
3DD.00776F051C,5/10/2017,2017,98,90,Spring,,,Unaged,,
3DD.0077707DC4,5/10/2017,2017,98,90,Spring,,,Unaged,,
3DD.007770134D,5/13/2017,2017,98,90,Spring,17-69314,1:0,Aged,1,
3DD.007770D654,5/17/2017,2017,98,90,Spring,,,Unaged,,
3DD.00776F49F9,5/21/2017,2017,98,90,Spring,,,Unaged,,
3DD.0077705AD0,5/21/2017,2017,98,90,Spring,,,Unaged,,
3DD.00776F001F,5/23/2017,2017,98,90,Spring,,,Unaged,,
3DD.00776F01B5,5/25/2017,2017,98,90,Spring,,,Unaged,,
3DD.0077706727,5/25/2017,2017,98,90,Spring,,,Unaged,,
3DD.007770703E,5/25/2017,2017,98,90,Spring,,,Unaged,,
3DD.007770D655,5/25/2017,2017,98,90,Spring,,,Unaged,,
3DD.007770E8E9,5/25/2017,2017,98,90,Spring,,,Unaged,,
3DD.00776EDE44,5/26/2017,2017,98,90,Spring,17-69392,1:0,Aged,1,
3DD.00776F0AB1,5/26/2017,2017,98,90,Spring,,,Unaged,,
3DD.0077709CBA,5/31/2017,2017,98,90,Spring,,,Unaged,,
3DD.00777054F1,6/2/2017,2017,98,90,Spring,,,Unaged,,
3DD.0077AE16B3,4/18/2017,2017,99,90,Spring,,,Unaged,,
3DD.003BC9E18A,5/3/2017,2017,99,90,Spring,,,Unaged,,
3DD.003BC9E194,5/3/2017,2017,99,90,Spring,,,Unaged,,
3DD.003BC9E1B0,5/4/2017,2017,99,90,Spring,,,Unaged,,
3DD.00776F114C,5/5/2017,2017,99,90,Spring,,,Unaged,,
3DD.0077704E95,5/6/2017,2017,99,90,Spring,,,Unaged,,
3DD.0077706471,5/6/2017,2017,99,90,Spring,,,Unaged,,
3DD.0077708AF5,5/6/2017,2017,99,90,Spring,,,Unaged,,
3DD.00776F66BE,5/7/2017,2017,99,90,Spring,,,Unaged,,
3DD.00776FD124,5/7/2017,2017,99,90,Spring,,,Unaged,,
3DD.007770F439,5/7/2017,2017,99,90,Spring,,,Unaged,,
3DD.0077707504,5/8/2017,2017,99,90,Spring,,,Unaged,,
3DD.0077709835,5/16/2017,2017,99,90,Spring,,,Unaged,,
3DD.007770D5A1,5/17/2017,2017,99,90,Spring,,,Unaged,,
3DD.007770E396,5/18/2017,2017,99,90,Spring,,,Unaged,,
3DD.00776F7360,5/21/2017,2017,99,90,Spring,,,Unaged,,
3DD.0077709632,5/21/2017,2017,99,90,Spring,17-69355,1:0,Aged,1,
3DD.00776F276A,5/24/2017,2017,99,90,Spring,,,Unaged,,
3DD.00776EDB44,5/25/2017,2017,99,90,Spring,,,Unaged,,
3DD.00776F6BE9,5/25/2017,2017,99,90,Spring,,,Unaged,,
3DD.00777091E6,5/25/2017,2017,99,90,Spring,17-69380,1:0,Aged,1,
3DD.0077709913,5/31/2017,2017,99,90,Spring,,,Unaged,,
3DD.0077708E43,4/9/2017,2017,100,100,Spring,,,Unaged,,
3DD.0077B706DB,4/17/2017,2017,100,100,Spring,,,Unaged,,
3DD.0077ADE74B,4/18/2017,2017,100,100,Spring,,,Unaged,,
3DD.0077AF2B2F,4/22/2017,2017,100,100,Spring,,,Unaged,,
3DD.00776F01A2,4/23/2017,2017,100,100,Spring,,,Unaged,,
3DD.00776FBA8A,4/23/2017,2017,100,100,Spring,17-69235,1:0,Aged,1,
3DD.00777043AD,4/26/2017,2017,100,100,Spring,17-69242,1:0,Aged,1,
3DD.00776ECE0A,5/2/2017,2017,100,100,Spring,,,Unaged,,
3DD.00776F0761,5/5/2017,2017,100,100,Spring,,,Unaged,,
3DD.00777098C8,5/5/2017,2017,100,100,Spring,17-69274,1:0,Aged,1,
3DD.007770A449,5/6/2017,2017,100,100,Spring,,,Unaged,,
3DD.00776EF6ED,5/8/2017,2017,100,100,Spring,,,Unaged,,
3DD.0077703A23,5/8/2017,2017,100,100,Spring,,,Unaged,,
3DD.007770B781,5/8/2017,2017,100,100,Spring,,,Unaged,,
3DD.007770FBCA,5/8/2017,2017,100,100,Spring,17-69298,1:0,Aged,1,
3DD.007770BA3E,5/9/2017,2017,100,100,Spring,,,Unaged,,
3DD.00776FD624,5/13/2017,2017,100,100,Spring,,,Unaged,,
3DD.0077703716,5/13/2017,2017,100,100,Spring,,,Unaged,,
3DD.00776FD5D0,5/14/2017,2017,100,100,Spring,,,Unaged,,
3DD.00776FB616,5/15/2017,2017,100,100,Spring,17-69323,1:0,Aged,1,
3DD.0077707B7C,5/15/2017,2017,100,100,Spring,,,Unaged,,
3DD.00776E9506,5/22/2017,2017,100,100,Spring,,,Unaged,,
3DD.007770B0BB,5/22/2017,2017,100,100,Spring,,,Unaged,,
3DD.00777053AC,5/24/2017,2017,100,100,Spring,,,Unaged,,
3DD.007770534C,5/25/2017,2017,100,100,Spring,,,Unaged,,
3DD.007770635A,5/25/2017,2017,100,100,Spring,,,Unaged,,
3DD.00776F2BE0,5/27/2017,2017,100,100,Spring,,,Unaged,,
3DD.007770A3D0,5/27/2017,2017,100,100,Spring,,,Unaged,,
3DD.007770BFAE,5/27/2017,2017,100,100,Spring,,,Unaged,,
3DD.0077B6F610,4/22/2017,2017,101,100,Spring,,,Unaged,,
3DD.0077707D81,4/24/2017,2017,101,100,Spring,17-69239,1:0,Aged,1,
3DD.00776EF3BA,4/30/2017,2017,101,100,Spring,,,Unaged,,
3DD.003BC9E180,5/4/2017,2017,101,100,Spring,,,Unaged,,
3DD.003BC9E1BB,5/4/2017,2017,101,100,Spring,17-69260,1:0,Aged,1,
3DD.00776E94AF,5/5/2017,2017,101,100,Spring,,,Unaged,,
3DD.00776EBF3F,5/5/2017,2017,101,100,Spring,,,Unaged,,
3DD.00776FDC37,5/5/2017,2017,101,100,Spring,,,Unaged,,
3DD.00776F3788,5/6/2017,2017,101,100,Spring,,,Unaged,,
3DD.00776FE2FD,5/6/2017,2017,101,100,Spring,17-69279,1:0,Aged,1,
3DD.0077701EED,5/6/2017,2017,101,100,Spring,,,Unaged,,
3DD.0077702902,5/6/2017,2017,101,100,Spring,,,Unaged,,
3DD.00776F5F7F,5/8/2017,2017,101,100,Spring,,,Unaged,,
3DD.00776FD112,5/11/2017,2017,101,100,Spring,,,Unaged,,
3DD.007770D074,5/13/2017,2017,101,100,Spring,,,Unaged,,
3DD.00776F8100,5/15/2017,2017,101,100,Spring,,,Unaged,,
3DD.00776EEA55,5/17/2017,2017,101,100,Spring,17-69332,1:0,Aged,1,
3DD.0077704E8A,5/21/2017,2017,101,100,Spring,,,Unaged,,
3DD.00776F3773,5/23/2017,2017,101,100,Spring,,,Unaged,,
3DD.00776F4EB1,5/23/2017,2017,101,100,Spring,,,Unaged,,
3DD.00776FFD03,5/23/2017,2017,101,100,Spring,,,Unaged,,
3DD.00776EB575,5/26/2017,2017,101,100,Spring,,,Unaged,,
3DD.00776F3D0B,5/26/2017,2017,101,100,Spring,,,Unaged,,
3DD.00776F2727,5/5/2017,2017,102,100,Spring,,,Unaged,,
3DD.00776F3EBA,5/5/2017,2017,102,100,Spring,17-69270,1:0,Aged,1,
3DD.0077704129,5/5/2017,2017,102,100,Spring,,,Unaged,,
3DD.00776E9780,5/6/2017,2017,102,100,Spring,,,Unaged,,
3DD.0077706D3B,5/6/2017,2017,102,100,Spring,,,Unaged,,
3DD.00776FDA5C,5/7/2017,2017,102,100,Spring,,,Unaged,,
3DD.00776E9C5D,5/9/2017,2017,102,100,Spring,,,Unaged,,
3DD.007770ACEE,5/9/2017,2017,102,100,Spring,,,Unaged,,
3DD.00776FB7B9,5/10/2017,2017,102,100,Spring,17-69306,1:0,Aged,1,
3DD.0077706E17,5/11/2017,2017,102,100,Spring,,,Unaged,,
3DD.00776E834F,5/13/2017,2017,102,100,Spring,,,Unaged,,
3DD.00776EA1D5,5/13/2017,2017,102,100,Spring,,,Unaged,,
3DD.00777045D7,5/13/2017,2017,102,100,Spring,,,Unaged,,
3DD.0077704692,5/13/2017,2017,102,100,Spring,,,Unaged,,
3DD.00777091C5,5/13/2017,2017,102,100,Spring,,,Unaged,,
3DD.00776ED94D,5/14/2017,2017,102,100,Spring,,,Unaged,,
3DD.00776FAA50,5/14/2017,2017,102,100,Spring,,,Unaged,,
3DD.00776F3869,5/15/2017,2017,102,100,Spring,,,Unaged,,
3DD.0077705CE2,5/16/2017,2017,102,100,Spring,,,Unaged,,
3DD.00776EC594,5/17/2017,2017,102,100,Spring,,,Unaged,,
3DD.00776F169F,5/17/2017,2017,102,100,Spring,17-69331,1:0,Aged,1,
3DD.00776F2650,5/17/2017,2017,102,100,Spring,,,Unaged,,
3DD.00776FA3F5,5/17/2017,2017,102,100,Spring,,,Unaged,,
3DD.00776F13AC,5/18/2017,2017,102,100,Spring,,,Unaged,,
3DD.0077707271,5/23/2017,2017,102,100,Spring,,,Unaged,,
3DD.00776E8315,5/26/2017,2017,102,100,Spring,,,Unaged,,
3DD.00776ED23B,5/26/2017,2017,102,100,Spring,,,Unaged,,
3DD.007770909A,5/26/2017,2017,102,100,Spring,,,Unaged,,
3DD.007770F406,5/26/2017,2017,102,100,Spring,,,Unaged,,
3DD.00777077B4,5/27/2017,2017,102,100,Spring,,,Unaged,,
3DD.00776F6AE1,6/1/2017,2017,102,100,Spring,,,Unaged,,
3DD.00777088B5,3/27/2017,2017,103,100,Spring,,,Unaged,,
3DD.007770F85D,4/5/2017,2017,103,100,Spring,17-69202,2:0,Aged,2,
3DD.00776FE290,4/7/2017,2017,103,100,Spring,,,Unaged,,
3DD.00776F889F,4/8/2017,2017,103,100,Spring,,,Unaged,,
3DD.0077B6BC97,4/22/2017,2017,103,100,Spring,,,Unaged,,
3DD.007770101A,5/2/2017,2017,103,100,Spring,,,Unaged,,
3DD.003BC9E181,5/4/2017,2017,103,100,Spring,,,Unaged,,
3DD.00776FA885,5/6/2017,2017,103,100,Spring,,,Unaged,,
3DD.007770486B,5/6/2017,2017,103,100,Spring,,,Unaged,,
3DD.00776ECD1A,5/7/2017,2017,103,100,Spring,17-69291,1:0,Aged,1,
3DD.00776F070B,5/7/2017,2017,103,100,Spring,,,Unaged,,
